step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,resp_ppl
2321200,290150,5e-6,0.368521,1.4456,91.14,0.0214,1.480683
2321300,290162,5e-6,0.354683,1.4257,79.91,0.0236,1.439530
2321400,290175,5e-6,0.351316,1.4209,77.41,0.0244,1.461119
2321500,290187,5e-6,0.357008,1.4290,88.23,0.0218,1.456388
2321600,290200,5e-6,0.349240,1.4180,82.73,0.0235,1.441105
2321700,290212,5e-6,0.359588,1.4327,85.66,0.0225,1.448177
2321800,290225,5e-6,0.373196,1.4524,81.49,0.0246,1.508485
2321900,290237,5e-6,0.341950,1.4077,88.01,0.0216,1.423137
2322000,290250,5e-6,0.346718,1.4144,90.93,0.0217,1.427882
2322100,290262,5e-6,0.350190,1.4193,114.55,0.0331,1.429748
2322200,290275,5e-6,0.363844,1.4388,84.31,0.0234,1.541297
2322300,290287,5e-6,0.404224,1.4981,84.08,0.0222,1.643731
2322400,290300,5e-6,0.342086,1.4079,80.19,0.0246,1.424341
2322500,290312,5e-6,0.362435,1.4368,81.77,0.0241,1.499761
2322600,290325,5e-6,0.357835,1.4302,87.01,0.0218,1.467761
2322700,290337,5e-6,0.378785,1.4605,84.74,0.0233,1.509051
2322800,290350,5e-6,0.376007,1.4565,84.38,0.0225,1.498582
2322900,290362,5e-6,0.359213,1.4322,89.59,0.0219,1.445242
2323000,290375,5e-6,0.404444,1.4985,83.31,0.0240,2.151747
2323100,290387,5e-6,0.361188,1.4350,110.56,0.0347,1.456984
2323200,290400,5e-6,0.323193,1.3815,83.21,0.0225,1.391566
2323300,290412,5e-6,0.349509,1.4184,82.29,0.0231,1.448858
2323400,290425,5e-6,0.336155,1.3996,86.85,0.0222,1.412048
2323500,290437,5e-6,0.362253,1.4366,81.10,0.0231,1.453290
2323600,290450,5e-6,0.327911,1.3881,85.80,0.0221,1.400551
2323700,290462,5e-6,0.357899,1.4303,85.48,0.0230,1.445941
2323800,290475,5e-6,0.364750,1.4402,83.52,0.0229,1.480275
2323900,290487,5e-6,0.370165,1.4480,87.07,0.0225,1.479568
2324000,290500,5e-6,0.350454,1.4197,79.55,0.0241,1.436635
2324100,290512,5e-6,0.392241,1.4803,112.41,0.0342,1.564789
2324200,290525,5e-6,0.318992,1.3757,77.77,0.0249,1.388526
2324300,290537,5e-6,0.361810,1.4359,81.02,0.0228,1.477502
2324400,290550,5e-6,0.349124,1.4178,81.68,0.0231,1.428830
2324500,290562,5e-6,0.377645,1.4588,81.94,0.0243,1.541760
2324600,290575,5e-6,0.368319,1.4453,81.32,0.0236,1.460857
2324700,290587,5e-6,0.337720,1.4017,79.93,0.0245,1.416597
2324800,290600,5e-6,0.347114,1.4150,79.70,0.0240,1.429923
2324900,290612,5e-6,0.354779,1.4259,79.23,0.0245,1.455490
2325000,290625,5e-6,0.345520,1.4127,84.20,0.0229,1.428136
2325100,290637,5e-6,0.375368,1.4555,118.63,0.0329,1.531927
2325200,290650,5e-6,0.331023,1.3924,77.65,0.0253,1.404942
2325300,290662,5e-6,0.324896,1.3839,84.74,0.0215,1.395317
2325400,290675,5e-6,0.347675,1.4158,86.30,0.0211,1.490888
2325500,290687,5e-6,0.334807,1.3977,84.74,0.0223,1.412979
2325600,290700,5e-6,0.338509,1.4029,83.94,0.0224,1.418686
2325700,290712,5e-6,0.348624,1.4171,78.42,0.0244,1.477097
2325800,290725,5e-6,0.376900,1.4578,81.97,0.0235,1.482568
2325900,290737,5e-6,0.382023,1.4652,85.94,0.0211,1.541911
2326000,290750,5e-6,0.338361,1.4026,76.08,0.0245,1.422519
2326100,290762,5e-6,0.360980,1.4347,106.53,0.0349,1.482541
2326200,290775,5e-6,0.326194,1.3857,79.65,0.0239,1.395142
2326300,290787,5e-6,0.355189,1.4265,79.36,0.0242,1.496228
2326400,290800,5e-6,0.368657,1.4458,79.08,0.0240,1.522049
2326500,290812,5e-6,0.352654,1.4228,87.05,0.0214,1.438906
2326600,290825,5e-6,0.332467,1.3944,82.87,0.0225,1.419308
2326700,290837,5e-6,0.327544,1.3876,81.41,0.0230,1.400877
2326800,290850,5e-6,0.324733,1.3837,82.12,0.0235,1.395373
2326900,290862,5e-6,0.336234,1.3997,80.67,0.0234,1.416153
2327000,290875,5e-6,0.343761,1.4102,75.29,0.0253,1.431593
2327100,290887,5e-6,0.328522,1.3889,114.84,0.0293,1.406454
2327200,290900,5e-6,0.339114,1.4037,85.53,0.0217,1.415876
2327300,290912,5e-6,0.342821,1.4089,79.87,0.0232,1.421468
2327400,290925,5e-6,0.356075,1.4277,75.63,0.0253,1.450812
2327500,290937,5e-6,0.342614,1.4086,75.56,0.0249,1.427333
2327600,290950,5e-6,0.373148,1.4523,83.64,0.0221,1.504517
2327700,290962,5e-6,0.325842,1.3852,77.83,0.0240,1.395877
2327800,290975,5e-6,0.367793,1.4445,81.64,0.0229,1.473918
2327900,290987,5e-6,0.354583,1.4256,77.70,0.0244,1.442840
2328000,291000,5e-6,0.354440,1.4254,82.66,0.0229,1.442250
2328100,291012,5e-6,0.359456,1.4326,110.38,0.0315,1.462521
2328200,291025,5e-6,0.337916,1.4020,74.28,0.0255,1.431570
2328300,291037,5e-6,0.354519,1.4255,84.32,0.0218,1.498084
2328400,291050,5e-6,0.342748,1.4088,81.76,0.0231,1.429707
2328500,291062,5e-6,0.352268,1.4223,76.53,0.0256,1.444599
2328600,291075,5e-6,0.327173,1.3870,79.02,0.0237,1.405472
2328700,291087,5e-6,0.358940,1.4318,87.39,0.0223,1.458658
2328800,291100,5e-6,0.326587,1.3862,85.00,0.0215,1.416135
2328900,291112,5e-6,0.355331,1.4267,82.02,0.0238,1.466809
2329000,291125,5e-6,0.339579,1.4044,75.91,0.0254,1.446272
2329100,291137,5e-6,0.331308,1.3928,114.74,0.0330,1.406183
2329200,291150,5e-6,0.376658,1.4574,82.82,0.0232,1.553736
2329300,291162,5e-6,0.382913,1.4666,81.45,0.0229,1.545983
2329400,291175,5e-6,0.369640,1.4472,81.96,0.0231,1.463884
2329500,291187,5e-6,0.341600,1.4072,86.80,0.0215,1.424127
2329600,291200,5e-6,0.353882,1.4246,80.64,0.0236,1.448420
2329700,291212,5e-6,0.350351,1.4196,78.99,0.0247,1.433303
2329800,291225,5e-6,0.324451,1.3833,79.90,0.0240,1.396101
2329900,291237,5e-6,0.338368,1.4027,81.48,0.0243,1.424352
2330000,291250,5e-6,0.329615,1.3904,80.28,0.0238,1.402950
2330100,291262,5e-6,0.341586,1.4072,112.94,0.0308,1.421446
2330200,291275,5e-6,0.345554,1.4128,84.92,0.0225,1.437845
2330300,291287,5e-6,0.370223,1.4481,87.78,0.0218,1.498843
2330400,291300,5e-6,0.353731,1.4244,80.43,0.0236,1.510069
2330500,291312,5e-6,0.346250,1.4138,84.82,0.0225,1.431625
2330600,291325,5e-6,0.355903,1.4275,79.62,0.0230,1.447232
2330700,291337,5e-6,0.351947,1.4218,82.53,0.0233,1.434919
2330800,291350,5e-6,0.325485,1.3847,77.97,0.0240,1.402004
2330900,291362,5e-6,0.343463,1.4098,78.41,0.0242,1.436124
2331000,291375,5e-6,0.343141,1.4094,84.42,0.0223,1.425319
2331100,291387,5e-6,0.344699,1.4116,114.50,0.0320,1.445365
2331200,291400,5e-6,0.336412,1.3999,81.98,0.0225,1.417326
2331300,291412,5e-6,0.335716,1.3989,81.67,0.0230,1.411133
2331400,291425,5e-6,0.319850,1.3769,87.80,0.0210,1.388569
2331500,291437,5e-6,0.370814,1.4489,80.82,0.0240,1.506586
2331600,291450,5e-6,0.358696,1.4315,86.96,0.0224,1.459209
2331700,291462,5e-6,0.350350,1.4196,78.46,0.0242,1.451506
