step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq
3900,487,2.99993e-4,0.830952,2.2955,41.57,0.0278
3910,488,2.9999297e-4,0.866120,2.3777,50.72,0.0313
3920,490,2.999929e-4,0.868765,2.3840,44.54,0.0286
3930,491,2.9999285e-4,0.971491,2.6419,43.37,0.0270
3940,492,2.9999283e-4,0.878221,2.4066,51.25,0.0314
3950,493,2.9999283e-4,0.981599,2.6687,49.41,0.0273
3960,495,2.9999277e-4,0.964147,2.6225,46.55,0.0272
3970,496,2.9999274e-4,0.917461,2.5029,54.72,0.0307
3980,497,2.999927e-4,0.922535,2.5157,49.98,0.0264
3990,498,2.9999268e-4,0.962465,2.6181,47.68,0.0273
4000,500,2.9999262e-4,0.892360,2.4409,48.35,0.0330
4010,501,2.999926e-4,0.902300,2.4653,46.30,0.0274
4020,502,2.9999253e-4,0.920468,2.5105,50.09,0.0272
4030,503,2.999925e-4,0.841177,2.3191,49.89,0.0324
4040,505,2.9999248e-4,0.921597,2.5133,39.63,0.0282
4050,506,2.9999245e-4,0.896671,2.4514,53.94,0.0260
4060,507,2.999924e-4,0.803037,2.2323,45.93,0.0343
4070,508,2.9999236e-4,1.002506,2.7251,44.65,0.0268
4080,510,2.9999233e-4,0.887911,2.4300,41.63,0.0289
4090,511,2.999923e-4,0.877009,2.4037,50.66,0.0326
4100,512,2.9999224e-4,0.934258,2.5453,41.74,0.0282
4110,513,2.999922e-4,0.951486,2.5896,46.69,0.0273
4120,515,2.9999216e-4,0.814011,2.2569,45.68,0.0348
4130,516,2.9999213e-4,0.919428,2.5079,45.46,0.0274
4140,517,2.999921e-4,0.927106,2.5272,49.00,0.0267
4150,518,2.9999207e-4,0.891414,2.4386,52.59,0.0307
4160,520,2.99992e-4,0.933470,2.5433,39.49,0.0287
4170,521,2.9999198e-4,0.871353,2.3901,40.60,0.0288
4180,522,2.9999192e-4,0.900120,2.4599,57.40,0.0305
4190,523,2.9999192e-4,0.942576,2.5666,39.75,0.0282
4200,525,2.9999187e-4,0.942262,2.5658,44.94,0.0276
4210,526,2.9999184e-4,0.889286,2.4334,49.84,0.0320
4220,527,2.9999178e-4,0.856322,2.3545,37.44,0.0295
4230,528,2.9999175e-4,0.871863,2.3914,45.64,0.0272
4240,530,2.999917e-4,0.926250,2.5250,48.75,0.0323
4250,531,2.9999166e-4,0.925036,2.5220,43.76,0.0278
4260,532,2.9999163e-4,0.871383,2.3902,58.57,0.0280
4270,533,2.999916e-4,0.827393,2.2873,46.39,0.0336
4280,535,2.9999155e-4,0.901240,2.4627,44.61,0.0280
4290,536,2.9999152e-4,0.846778,2.3321,39.82,0.0290
