step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,delta_word,delta_char1,word_loss,dew_d1,dew_d2,dew_d4,dew_d8,dew_d16,dew_d32,dew_d64,dew_d128
35700,8925,5e-4,0.608227,1.8372,972.75,0.5307,0.116680,0.094369,3.226797,0.101338,0.085703,0.104231,0.093888,0.100593,0.085452,0.097958,0.097496
35710,8927,5e-4,0.496671,1.6432,788.74,0.5342,0.101279,0.082745,2.564910,0.082143,0.090751,0.080678,0.092909,0.086618,0.078642,0.081825,0.078043
35720,8930,5e-4,0.519626,1.6814,970.20,0.5629,0.105258,0.085044,2.615762,0.094313,0.093702,0.077542,0.077514,0.094123,0.085688,0.085859,0.082043
35730,8932,5e-4,0.607577,1.8360,852.86,0.5216,0.111045,0.088724,3.234521,0.105308,0.098527,0.087683,0.093364,0.083446,0.086929,0.084475,0.095390
35740,8935,5e-4,0.597255,1.8171,838.80,0.5573,0.112600,0.089499,3.197161,0.102556,0.106293,0.100916,0.095710,0.086999,0.084331,0.089182,0.087307
35750,8937,5e-4,0.537249,1.7113,813.66,0.5340,0.104765,0.085660,2.839284,0.104382,0.085798,0.095110,0.081436,0.078533,0.087527,0.085345,0.084234
35760,8940,5e-4,0.538107,1.7128,900.39,0.5730,0.105430,0.083192,2.750201,0.085123,0.079469,0.082131,0.078888,0.087327,0.080564,0.082624,0.081310
35770,8942,5e-4,0.522673,1.6865,703.33,0.5586,0.106365,0.086500,2.776580,0.065144,0.081052,0.078557,0.079247,0.087945,0.085590,0.086431,0.086827
35780,8945,5e-4,0.571319,1.7706,945.60,0.5397,0.106831,0.086079,3.007808,0.063604,0.063372,0.077924,0.083646,0.080812,0.088684,0.087286,0.078615
35790,8947,5e-4,0.553215,1.7388,832.00,0.5426,0.105794,0.086449,2.815616,0.073112,0.071346,0.086935,0.075808,0.090723,0.083538,0.084979,0.093066
35800,8950,5e-4,0.550959,1.7349,777.79,0.5564,0.106265,0.086743,2.915129,0.109524,0.085931,0.080175,0.073128,0.082476,0.087843,0.088763,0.086232
35810,8952,5e-4,0.573299,1.7741,828.29,0.5176,0.107750,0.087223,3.077946,0.060755,0.073826,0.086225,0.093334,0.088018,0.083355,0.087876,0.085790
35820,8955,5e-4,0.574015,1.7754,988.62,0.5483,0.110229,0.088329,2.961978,0.092968,0.093869,0.088967,0.083125,0.091150,0.090805,0.090035,0.083843
35830,8957,5e-4,0.557517,1.7463,733.12,0.5411,0.106745,0.083856,2.976063,0.069680,0.101116,0.092115,0.087304,0.080896,0.077561,0.083900,0.084945
35840,8960,5e-4,0.540279,1.7165,852.33,0.5478,0.107031,0.087371,2.823113,0.075725,0.093488,0.084499,0.095249,0.086448,0.083613,0.088514,0.081111
35850,8962,5e-4,0.544620,1.7240,911.15,0.5218,0.107811,0.085570,2.863884,0.076589,0.078665,0.077980,0.089751,0.080715,0.083711,0.089143,0.085201
35860,8965,5e-4,0.526661,1.6933,811.89,0.5717,0.104045,0.082969,2.757931,0.092823,0.080877,0.085366,0.071235,0.087439,0.075634,0.084313,0.084927
35870,8967,5e-4,0.538631,1.7137,806.20,0.5506,0.106728,0.087939,2.815191,0.057926,0.080417,0.088151,0.085615,0.083476,0.084679,0.091352,0.090094
35880,8970,5e-4,0.568772,1.7661,1021.76,0.5439,0.108237,0.085121,2.930068,0.083205,0.115249,0.097162,0.087747,0.083614,0.082936,0.082244,0.082778
35890,8972,5e-4,0.528266,1.6960,779.08,0.5438,0.102405,0.082732,2.716004,0.097449,0.091539,0.088945,0.084302,0.071964,0.083852,0.086733,0.076279
35900,8975,5e-4,0.569203,1.7669,889.49,0.5483,0.106613,0.085494,2.917062,0.061487,0.087053,0.097063,0.085992,0.080655,0.080225,0.086139,0.089927
35910,8977,5e-4,0.563762,1.7573,728.67,0.5405,0.107840,0.087200,2.988928,0.063505,0.076671,0.082038,0.087932,0.085645,0.083849,0.087525,0.091879
35920,8980,5e-4,0.529558,1.6982,956.74,0.5315,0.105587,0.084468,2.721146,0.082789,0.098216,0.099121,0.086089,0.088920,0.084849,0.082253,0.080510
35930,8982,5e-4,0.570090,1.7684,698.50,0.5386,0.106204,0.084399,2.928638,0.081302,0.100370,0.107116,0.081130,0.077080,0.082129,0.086136,0.082023
35940,8985,5e-4,0.513764,1.6716,894.24,0.5502,0.103608,0.080629,2.654905,0.105935,0.110085,0.086497,0.073478,0.082697,0.083198,0.078030,0.078658
35950,8987,5e-4,0.476541,1.6105,721.78,0.5501,0.101271,0.082909,2.470507,0.075396,0.118169,0.086539,0.077792,0.076855,0.077691,0.084747,0.082640
35960,8990,5e-4,0.552911,1.7383,983.37,0.5345,0.106748,0.084539,2.932697,0.106238,0.120099,0.080859,0.085937,0.076498,0.087400,0.085098,0.079933
35970,8992,5e-4,0.565816,1.7609,873.43,0.5360,0.106874,0.085267,2.943074,0.097028,0.093119,0.090616,0.087952,0.085979,0.082022,0.083426,0.086459
35980,8995,5e-4,0.590902,1.8056,1025.57,0.5127,0.110308,0.088598,3.171191,0.090698,0.080752,0.088126,0.081006,0.090221,0.086422,0.088489,0.088312
35990,8997,5e-4,0.547528,1.7290,821.89,0.5315,0.108685,0.087293,2.809138,0.083381,0.101871,0.099410,0.088883,0.087645,0.086038,0.087251,0.086290
36000,9000,5e-4,0.491092,1.6341,789.12,0.5834,0.102590,0.082938,2.582675,0.094335,0.107507,0.089095,0.090869,0.088234,0.079859,0.080856,0.082272
36010,9002,5e-4,0.539858,1.7158,812.64,0.5436,0.105647,0.084350,2.842644,0.089004,0.099465,0.102742,0.078576,0.080923,0.079392,0.084090,0.092649
36020,9005,5e-4,0.589626,1.8033,913.29,0.5532,0.109434,0.087898,3.002073,0.091651,0.088412,0.093498,0.090236,0.085100,0.088155,0.084811,0.092952
36030,9007,5e-4,0.514641,1.6730,903.06,0.5340,0.101348,0.081791,2.604618,0.060483,0.083101,0.083642,0.080675,0.075986,0.085794,0.083528,0.077570
36040,9010,5e-4,0.539098,1.7145,831.62,0.5814,0.105489,0.084811,2.789168,0.057514,0.082704,0.078801,0.085990,0.080989,0.091017,0.087079,0.079872
36050,9012,5e-4,0.543077,1.7213,728.63,0.5436,0.107846,0.086154,2.828697,0.095942,0.099399,0.089459,0.086282,0.090759,0.082828,0.082811,0.087813
36060,9015,5e-4,0.576655,1.7801,776.24,0.5575,0.108816,0.085654,3.042582,0.064447,0.089834,0.100658,0.087193,0.082653,0.081335,0.086471,0.083556
36070,9017,5e-4,0.533977,1.7057,835.74,0.5473,0.104192,0.083813,2.803626,0.093877,0.067409,0.088735,0.079930,0.077908,0.081039,0.085012,0.089096
36080,9020,5e-4,0.559165,1.7492,792.52,0.5877,0.108199,0.085902,2.802442,0.068615,0.086838,0.080464,0.094604,0.084842,0.083357,0.086245,0.080784
36090,9022,5e-4,0.549692,1.7327,839.91,0.5576,0.107085,0.085612,2.936911,0.076311,0.090428,0.087259,0.077082,0.074925,0.082481,0.085615,0.093902
36100,9025,5e-4,0.538702,1.7138,924.57,0.5443,0.105379,0.084340,2.793740,0.095612,0.114754,0.101507,0.077243,0.081681,0.083499,0.086865,0.077645
36110,9027,5e-4,0.522065,1.6855,793.76,0.5509,0.104782,0.085117,2.684203,0.086748,0.078538,0.099655,0.093627,0.089359,0.083383,0.084319,0.078545
36120,9030,5e-4,0.574737,1.7767,844.35,0.5624,0.111609,0.088459,3.077326,0.085561,0.100704,0.086716,0.077345,0.079256,0.088405,0.088675,0.094516
36130,9032,5e-4,0.580205,1.7864,882.25,0.5337,0.108820,0.088448,3.002199,0.083595,0.088506,0.098232,0.092638,0.095740,0.087318,0.089230,0.092786
36140,9035,5e-4,0.503483,1.6545,910.32,0.5653,0.105014,0.085431,2.581331,0.094997,0.105901,0.086288,0.081324,0.076799,0.090803,0.083468,0.083173
36150,9037,5e-4,0.514742,1.6732,729.09,0.5563,0.106393,0.084963,2.662652,0.091408,0.094926,0.104568,0.080847,0.085895,0.086517,0.085436,0.079035
36160,9040,5e-4,0.530254,1.6994,754.62,0.5602,0.106956,0.086743,2.757776,0.093457,0.085854,0.075386,0.076271,0.080780,0.089396,0.087658,0.085412
36170,9042,5e-4,0.562917,1.7558,754.83,0.5163,0.112042,0.089651,3.011927,0.091428,0.087052,0.082640,0.085198,0.087660,0.084941,0.088246,0.096263
36180,9045,5e-4,0.520932,1.6836,707.21,0.5829,0.101374,0.083523,2.668202,0.069898,0.074567,0.080173,0.087453,0.079965,0.081554,0.085484,0.081723
36190,9047,5e-4,0.552044,1.7368,890.07,0.5398,0.109628,0.086747,2.873805,0.104633,0.110286,0.094837,0.086543,0.089891,0.079826,0.084398,0.094577
36200,9050,5e-4,0.537727,1.7121,842.25,0.5658,0.107260,0.083360,2.822803,0.079145,0.089552,0.083985,0.089822,0.081844,0.083137,0.080877,0.077569
36210,9052,5e-4,0.530305,1.6995,1070.40,0.5049,0.104982,0.083486,2.792076,0.083933,0.088157,0.075390,0.084971,0.081555,0.082094,0.083844,0.086317
36220,9055,5e-4,0.522213,1.6858,909.08,0.5527,0.101142,0.079570,2.707130,0.064762,0.081853,0.075795,0.072665,0.079190,0.078878,0.079589,0.081419
36230,9057,5e-4,0.554319,1.7408,810.21,0.5226,0.108361,0.086224,2.916880,0.069470,0.131648,0.091715,0.099035,0.084149,0.080142,0.086268,0.082820
36240,9060,5e-4,0.612494,1.8450,928.38,0.5332,0.112688,0.088159,3.229997,0.087143,0.100943,0.088936,0.086272,0.091930,0.081715,0.087754,0.095949
36250,9062,5e-4,0.526806,1.6935,1023.37,0.5232,0.106083,0.085337,2.669765,0.089094,0.082224,0.084265,0.082615,0.089454,0.082656,0.084686,0.082395
36260,9065,5e-4,0.526403,1.6928,1030.56,0.5432,0.108066,0.086579,2.709471,0.079515,0.082632,0.094699,0.086842,0.082589,0.083424,0.085265,0.087667
36270,9067,5e-4,0.558087,1.7473,770.18,0.5360,0.108999,0.087893,2.926063,0.075408,0.088518,0.104780,0.093128,0.081126,0.091133,0.085543,0.090249
36280,9070,5e-4,0.535972,1.7091,808.25,0.5666,0.108812,0.090101,2.828628,0.079011,0.082853,0.087442,0.091229,0.086910,0.099678,0.086580,0.084653
36290,9072,5e-4,0.586619,1.7979,835.58,0.5431,0.111567,0.088772,3.113727,0.069810,0.082369,0.073180,0.093361,0.084143,0.081715,0.092483,0.091652
36300,9075,5e-4,0.485082,1.6243,765.74,0.5796,0.096924,0.080090,2.513416,0.075775,0.099142,0.095634,0.075498,0.075895,0.078646,0.080074,0.074364
36310,9077,5e-4,0.528711,1.6967,795.54,0.5576,0.104631,0.084757,2.707649,0.067387,0.094551,0.080845,0.088974,0.088263,0.088129,0.081143,0.083865
36320,9080,5e-4,0.544790,1.7242,815.25,0.5699,0.106774,0.087731,2.817671,0.076098,0.098855,0.116964,0.098577,0.087694,0.080025,0.087240,0.084882
36330,9082,5e-4,0.535222,1.7078,692.07,0.5410,0.102848,0.082456,2.786151,0.067113,0.082379,0.084281,0.080392,0.088505,0.079059,0.080718,0.082492
36340,9085,5e-4,0.538187,1.7129,835.70,0.5603,0.104789,0.083588,2.826334,0.087393,0.097454,0.085794,0.082402,0.081777,0.078250,0.084578,0.082619
36350,9087,5e-4,0.468229,1.5972,699.54,0.5379,0.100022,0.080843,2.441217,0.065924,0.082944,0.084486,0.079997,0.077602,0.088141,0.080241,0.073204
36360,9090,5e-4,0.517954,1.6786,824.92,0.5695,0.104968,0.085116,2.695044,0.100345,0.071659,0.099944,0.085055,0.080431,0.082430,0.085675,0.085305
36370,9092,5e-4,0.540641,1.7171,846.65,0.5350,0.107193,0.086124,2.826276,0.107471,0.094543,0.099516,0.079600,0.083012,0.080540,0.084845,0.090757
36380,9095,5e-4,0.537770,1.7122,873.36,0.5551,0.105416,0.084704,2.746695,0.084425,0.096372,0.087049,0.080677,0.072747,0.087266,0.083702,0.086349
36390,9097,5e-4,0.561687,1.7536,734.00,0.5334,0.111785,0.089391,2.963200,0.086111,0.099602,0.090767,0.082727,0.091313,0.086288,0.088060,0.093438
36400,9100,5e-4,0.529005,1.6972,813.46,0.5393,0.109850,0.087179,2.857638,0.112379,0.091610,0.100369,0.086651,0.077397,0.082820,0.081777,0.094097
36410,9102,5e-4,0.483101,1.6211,810.54,0.5307,0.103726,0.084234,2.534001,0.058395,0.089647,0.079788,0.076428,0.095799,0.081994,0.084051,0.080577
36420,9105,5e-4,0.585713,1.7963,869.08,0.5543,0.109891,0.088049,3.091377,0.083266,0.098268,0.077584,0.090287,0.087759,0.081952,0.088748,0.095843
36430,9107,5e-4,0.521235,1.6841,918.52,0.5133,0.104226,0.081829,2.686175,0.100224,0.094399,0.074058,0.074893,0.079483,0.082186,0.078428,0.082424
36440,9110,5e-4,0.572337,1.7724,945.39,0.5351,0.109389,0.085454,2.945312,0.080886,0.086187,0.082010,0.095473,0.092122,0.084153,0.085779,0.085211
36450,9112,5e-4,0.575240,1.7776,830.61,0.5111,0.107613,0.084662,3.073817,0.081377,0.102691,0.091528,0.084171,0.085527,0.081496,0.085192,0.084763
36460,9115,5e-4,0.583370,1.7921,770.53,0.5585,0.111422,0.091075,3.141592,0.111412,0.108673,0.102747,0.093617,0.088114,0.093157,0.088724,0.088597
36470,9117,5e-4,0.550596,1.7343,925.21,0.5051,0.106417,0.082695,2.856203,0.065911,0.073702,0.078517,0.086253,0.075587,0.082583,0.081004,0.088348
36480,9120,5e-4,0.612043,1.8442,750.46,0.5540,0.113718,0.089704,3.297777,0.092585,0.085312,0.101084,0.086264,0.085843,0.090288,0.091526,0.085414
36490,9122,5e-4,0.469707,1.5995,897.26,0.5214,0.101607,0.081899,2.430006,0.097536,0.105619,0.082666,0.080660,0.083699,0.077826,0.080615,0.079658
36500,9125,5e-4,0.564223,1.7581,884.56,0.5535,0.110220,0.086479,2.927473,0.060965,0.087147,0.078882,0.081202,0.085923,0.085208,0.087866,0.084307
36510,9127,5e-4,0.555263,1.7424,719.30,0.5803,0.108024,0.088610,2.892188,0.104371,0.101948,0.088307,0.082856,0.083686,0.095414,0.087214,0.082729
36520,9130,5e-4,0.590751,1.8053,761.67,0.5732,0.110441,0.089278,3.113148,0.092521,0.085287,0.088049,0.086482,0.086954,0.084300,0.089981,0.098150
36530,9132,5e-4,0.550515,1.7341,985.27,0.5241,0.111798,0.091729,2.905298,0.093467,0.084798,0.092458,0.091729,0.089493,0.090823,0.090593,0.084837
36540,9135,5e-4,0.521900,1.6852,894.42,0.5560,0.106510,0.086463,2.691148,0.094103,0.105140,0.094945,0.082169,0.083994,0.087113,0.084832,0.089021
36550,9137,5e-4,0.577838,1.7822,797.41,0.5275,0.110662,0.089243,3.026529,0.075328,0.102962,0.079169,0.089609,0.083140,0.085298,0.092379,0.090070
36560,9140,5e-4,0.540136,1.7162,787.73,0.5607,0.108340,0.086286,2.866216,0.105231,0.104257,0.086567,0.088301,0.087150,0.082527,0.087712,0.082974
36570,9142,5e-4,0.497182,1.6441,743.40,0.5335,0.098758,0.079045,2.579227,0.079530,0.077968,0.078458,0.085123,0.081954,0.079964,0.078019,0.074550
36580,9145,5e-4,0.513969,1.6719,991.93,0.5464,0.104347,0.082269,2.721682,0.078736,0.096285,0.089420,0.087222,0.084935,0.079225,0.081406,0.081633
36590,9147,5e-4,0.589282,1.8027,1213.51,0.5011,0.110966,0.087016,3.063963,0.094804,0.098107,0.083935,0.082989,0.079307,0.084601,0.087986,0.088698
36600,9150,5e-4,0.574369,1.7760,898.13,0.5660,0.105543,0.081614,3.027812,0.081879,0.085716,0.092557,0.075584,0.076336,0.080792,0.085032,0.076388
36610,9152,5e-4,0.542159,1.7197,908.49,0.5421,0.104652,0.082079,2.743263,0.061143,0.095519,0.093432,0.082086,0.079857,0.075058,0.081600,0.087352
36620,9155,5e-4,0.490864,1.6337,811.98,0.5989,0.102494,0.081980,2.544266,0.084249,0.088511,0.083481,0.080473,0.080533,0.081596,0.081871,0.068405
36630,9157,5e-4,0.573446,1.7744,1077.84,0.5158,0.110945,0.086306,2.900665,0.086543,0.070668,0.074083,0.082748,0.080500,0.082354,0.087431,0.084858
36640,9160,5e-4,0.529908,1.6988,931.77,0.5695,0.102565,0.082336,2.673611,0.082500,0.086559,0.095339,0.071289,0.085245,0.085383,0.078373,0.082353
36650,9162,5e-4,0.487827,1.6288,826.15,0.5360,0.099044,0.078618,2.519252,0.079961,0.082335,0.081665,0.081984,0.073922,0.078363,0.075392,0.082969
36660,9165,5e-4,0.534684,1.7069,865.03,0.5622,0.108772,0.087872,2.782104,0.077653,0.119748,0.081649,0.092250,0.090490,0.086268,0.084940,0.088425
36670,9167,5e-4,0.564187,1.7580,1034.88,0.5126,0.110933,0.086749,2.945272,0.090823,0.092167,0.092442,0.091571,0.082589,0.083529,0.083918,0.089062
36680,9170,5e-4,0.481990,1.6193,943.26,0.5558,0.102459,0.082905,2.431193,0.075256,0.099556,0.090858,0.081796,0.075862,0.082274,0.084049,0.085795
36690,9172,5e-4,0.577178,1.7810,783.56,0.5484,0.106348,0.086168,3.061017,0.102406,0.105661,0.084979,0.081381,0.085132,0.083635,0.083967,0.094384
36700,9175,5e-4,0.545196,1.7249,813.11,0.5623,0.108723,0.086729,2.813069,0.064330,0.094507,0.095134,0.095732,0.085842,0.081569,0.085391,0.088664
36710,9177,5e-4,0.515115,1.6738,987.41,0.5093,0.103476,0.081269,2.683624,0.069745,0.077857,0.084819,0.082736,0.079772,0.075618,0.080357,0.082555
36720,9180,5e-4,0.547033,1.7281,805.46,0.5795,0.108480,0.085964,2.884031,0.077479,0.094167,0.083404,0.081296,0.078970,0.088422,0.089206,0.097347
36730,9182,5e-4,0.535824,1.7089,843.79,0.5421,0.105860,0.086259,2.747785,0.092564,0.105843,0.082086,0.076641,0.088004,0.084753,0.084607,0.088698
36740,9185,5e-4,0.546806,1.7277,932.79,0.5430,0.109202,0.084635,2.839492,0.080784,0.086044,0.089555,0.083077,0.078624,0.085317,0.083893,0.081403
36750,9187,5e-4,0.624586,1.8675,780.52,0.5495,0.116504,0.091224,3.297155,0.092986,0.108598,0.097949,0.081618,0.086816,0.086927,0.090355,0.101739
36760,9190,5e-4,0.589921,1.8038,881.63,0.5612,0.112243,0.087843,3.092809,0.102832,0.108224,0.092593,0.081460,0.090779,0.086291,0.087703,0.094086
36770,9192,5e-4,0.624758,1.8678,918.15,0.5253,0.112121,0.085804,3.243699,0.086886,0.085381,0.092752,0.074354,0.077590,0.087313,0.085831,0.086374
36780,9195,5e-4,0.562162,1.7545,721.10,0.5729,0.107369,0.084878,2.911094,0.082045,0.087277,0.087983,0.094933,0.072983,0.081586,0.083486,0.094802
36790,9197,5e-4,0.536276,1.7096,817.56,0.5444,0.105279,0.081789,2.767221,0.066988,0.086271,0.072286,0.076961,0.081424,0.084850,0.081152,0.083429
36800,9200,5e-4,0.557839,1.7469,818.90,0.5442,0.107499,0.085697,2.938473,0.126300,0.085895,0.081379,0.089590,0.077666,0.086197,0.085792,0.093246
36810,9202,5e-4,0.531381,1.7013,809.89,0.5305,0.107909,0.085690,2.841534,0.072430,0.092854,0.084237,0.075413,0.084248,0.086352,0.085509,0.090014
36820,9205,5e-4,0.496797,1.6434,834.06,0.5633,0.103984,0.084200,2.581900,0.104585,0.102587,0.097707,0.085533,0.079289,0.085857,0.082317,0.083776
36830,9207,5e-4,0.504896,1.6568,749.00,0.5382,0.104664,0.085105,2.612171,0.099796,0.100844,0.093963,0.073850,0.081210,0.084430,0.085338,0.082424
36840,9210,5e-4,0.522467,1.6862,797.46,0.5735,0.107352,0.087107,2.752923,0.107408,0.116577,0.088193,0.077736,0.085819,0.088262,0.087649,0.082646
36850,9212,5e-4,0.578177,1.7828,747.57,0.5370,0.111375,0.089653,3.049947,0.098892,0.102701,0.114786,0.085278,0.095094,0.080589,0.087769,0.099628
36860,9215,5e-4,0.546001,1.7263,799.45,0.5546,0.112290,0.088637,2.873274,0.102229,0.094717,0.094499,0.081777,0.081514,0.093760,0.089837,0.083560
36870,9217,5e-4,0.573419,1.7743,754.41,0.5237,0.111015,0.089463,3.025624,0.074592,0.083156,0.091779,0.089504,0.086923,0.083230,0.087969,0.103944
36880,9220,5e-4,0.508240,1.6624,902.20,0.5648,0.105825,0.085397,2.650949,0.083542,0.102893,0.097108,0.077237,0.101272,0.086239,0.084389,0.081930
36890,9222,5e-4,0.573882,1.7751,786.79,0.5333,0.111803,0.088427,3.069684,0.100512,0.105345,0.099343,0.081541,0.090749,0.083935,0.087771,0.082877
36900,9225,5e-4,0.528774,1.6969,760.06,0.5823,0.109544,0.087064,2.737733,0.086783,0.089296,0.085849,0.081786,0.087746,0.090965,0.087078,0.076173
36910,9227,5e-4,0.476185,1.6099,887.09,0.5466,0.102050,0.080449,2.418854,0.069086,0.089901,0.070834,0.076728,0.081730,0.081463,0.079845,0.083057
36920,9230,5e-4,0.577725,1.7820,1192.23,0.5187,0.111687,0.088709,2.976647,0.102165,0.083806,0.086781,0.083772,0.085220,0.083315,0.087354,0.092064
36930,9232,5e-4,0.507739,1.6615,712.95,0.5575,0.104659,0.084587,2.586736,0.076284,0.105587,0.077155,0.082953,0.083279,0.082286,0.087214,0.082820
36940,9235,5e-4,0.477962,1.6128,957.59,0.5401,0.102269,0.082537,2.502135,0.094229,0.064453,0.085442,0.084119,0.087035,0.081102,0.080394,0.082607
36950,9237,5e-4,0.592910,1.8092,785.31,0.5402,0.109101,0.084610,3.152636,0.082629,0.100306,0.071805,0.078541,0.077480,0.085425,0.080945,0.088876
36960,9240,5e-4,0.611126,1.8425,941.27,0.5314,0.109960,0.084962,3.164176,0.092201,0.095345,0.095389,0.079825,0.079822,0.078075,0.085146,0.087276
36970,9242,5e-4,0.486246,1.6262,767.07,0.5521,0.103001,0.084060,2.538064,0.088081,0.090840,0.099434,0.087885,0.076230,0.082308,0.086536,0.080074
36980,9245,5e-4,0.529629,1.6983,923.02,0.5740,0.106423,0.084322,2.737566,0.068582,0.082287,0.075489,0.083755,0.081961,0.077178,0.083239,0.087831
36990,9247,5e-4,0.505394,1.6576,956.99,0.5317,0.108050,0.087839,2.632156,0.093419,0.095368,0.086886,0.079323,0.082718,0.083587,0.089099,0.090294
37000,9250,5e-4,0.551942,1.7366,800.16,0.5626,0.105305,0.083575,2.969808,0.096350,0.085341,0.079359,0.070353,0.085845,0.081724,0.086305,0.087560
37010,9252,5e-4,0.525705,1.6917,791.74,0.5349,0.107989,0.087163,2.734793,0.092194,0.091581,0.078122,0.081430,0.084143,0.088256,0.088034,0.079038
37020,9255,5e-4,0.547031,1.7281,988.98,0.5447,0.105290,0.081528,2.791795,0.079531,0.070111,0.088592,0.075014,0.074754,0.083512,0.079180,0.084369
37030,9257,5e-4,0.531453,1.7014,905.23,0.5165,0.106520,0.085601,2.756860,0.097300,0.082138,0.089311,0.082413,0.084131,0.082822,0.085514,0.091078
37040,9260,5e-4,0.542486,1.7203,901.18,0.5365,0.106931,0.085122,2.846148,0.111197,0.089176,0.091062,0.090116,0.080786,0.088735,0.083357,0.083150
37050,9262,5e-4,0.544794,1.7243,924.44,0.5330,0.105088,0.084763,2.826433,0.114710,0.096582,0.080620,0.073988,0.078462,0.086389,0.086292,0.082261
37060,9265,5e-4,0.510592,1.6663,783.74,0.5905,0.103760,0.084060,2.595214,0.086608,0.089143,0.070932,0.079815,0.085024,0.079905,0.085794,0.083123
37070,9267,5e-4,0.567610,1.7640,776.21,0.5429,0.112668,0.092068,2.991013,0.095376,0.085752,0.094860,0.088771,0.086541,0.094037,0.091776,0.086405
37080,9270,5e-4,0.552373,1.7374,846.63,0.5431,0.107119,0.084778,2.896694,0.096015,0.093283,0.099293,0.083311,0.081568,0.082645,0.080303,0.087757
37090,9272,5e-4,0.572925,1.7734,853.63,0.5275,0.108876,0.087386,3.059292,0.095143,0.083004,0.111982,0.079280,0.078937,0.083492,0.086654,0.095637
37100,9275,5e-4,0.554667,1.7414,767.09,0.5502,0.108638,0.086582,2.931576,0.109933,0.092233,0.079375,0.085597,0.085517,0.087656,0.085463,0.086184
37110,9277,5e-4,0.614530,1.8488,816.84,0.5219,0.114075,0.089144,3.301663,0.125905,0.103260,0.072827,0.080810,0.085176,0.084976,0.086775,0.098416
37120,9280,5e-4,0.559847,1.7504,940.47,0.5480,0.105617,0.081210,2.970957,0.090791,0.085095,0.072474,0.076171,0.076523,0.079811,0.083149,0.079924
37130,9282,5e-4,0.514536,1.6729,836.93,0.5375,0.103680,0.081588,2.654801,0.073607,0.087696,0.097191,0.072877,0.076033,0.083877,0.081304,0.078033
37140,9285,5e-4,0.570971,1.7700,948.33,0.5565,0.105614,0.083539,2.969106,0.082159,0.094355,0.101040,0.072871,0.082207,0.083603,0.079573,0.084104
37150,9287,5e-4,0.553862,1.7400,743.93,0.5384,0.107966,0.085732,2.994574,0.082752,0.087671,0.086505,0.078301,0.076097,0.084218,0.091287,0.079968
37160,9290,5e-4,0.538227,1.7130,777.44,0.5496,0.109837,0.087000,2.862355,0.098842,0.094939,0.085585,0.080789,0.077893,0.084571,0.090080,0.101339
37170,9292,5e-4,0.493504,1.6380,761.33,0.5421,0.105229,0.086234,2.549152,0.102671,0.105909,0.086158,0.082113,0.080399,0.091945,0.086506,0.079053
37180,9295,5e-4,0.547167,1.7284,812.68,0.5543,0.108743,0.088246,2.894031,0.106397,0.094476,0.076632,0.085328,0.091795,0.092107,0.085479,0.088436
37190,9297,5e-4,0.509797,1.6650,741.36,0.5520,0.104245,0.086434,2.643633,0.113358,0.104831,0.097368,0.098143,0.090232,0.082792,0.084594,0.083307
37200,9300,5e-4,0.521458,1.6845,1014.98,0.5256,0.107832,0.085737,2.722467,0.088321,0.089261,0.085314,0.087707,0.090264,0.084408,0.081604,0.087784
37210,9302,5e-4,0.534742,1.7070,776.63,0.5355,0.103950,0.083324,2.770276,0.090130,0.094320,0.089616,0.074212,0.075442,0.077143,0.084009,0.083462
37220,9305,5e-4,0.553205,1.7388,790.76,0.5709,0.107312,0.086656,2.876264,0.076932,0.089063,0.094882,0.083698,0.086235,0.088912,0.084576,0.087284
37230,9307,5e-4,0.514054,1.6721,736.49,0.5534,0.106039,0.087580,2.589212,0.074912,0.082248,0.086637,0.092990,0.078968,0.082061,0.089172,0.088473
37240,9310,5e-4,0.537352,1.7115,857.72,0.5490,0.106267,0.085175,2.830272,0.085925,0.068073,0.088040,0.094982,0.077573,0.086355,0.084385,0.079140
37250,9312,5e-4,0.559252,1.7494,765.73,0.5314,0.110072,0.087691,2.972157,0.098026,0.087527,0.088296,0.093235,0.078885,0.090099,0.090729,0.078490
37260,9315,5e-4,0.473894,1.6062,945.67,0.5426,0.105857,0.085928,2.472988,0.081104,0.076597,0.087708,0.074773,0.079706,0.086322,0.086315,0.087616
37270,9317,5e-4,0.565581,1.7605,860.24,0.5334,0.108581,0.087970,2.934831,0.084897,0.087261,0.085947,0.086484,0.089361,0.091012,0.081982,0.100199
37280,9320,5e-4,0.512985,1.6703,832.98,0.5699,0.100499,0.083088,2.642987,0.076443,0.079268,0.077996,0.083003,0.079227,0.082807,0.084248,0.082649
37290,9322,5e-4,0.593258,1.8099,848.22,0.5213,0.112778,0.087913,3.217616,0.077839,0.086459,0.075648,0.091496,0.079574,0.087683,0.085318,0.092892
37300,9325,5e-4,0.600657,1.8233,1052.87,0.5474,0.112324,0.088782,3.062284,0.109087,0.095145,0.091324,0.091162,0.084110,0.085602,0.085791,0.094095
37310,9327,5e-4,0.542117,1.7196,797.36,0.5406,0.106864,0.086054,2.865035,0.081533,0.091108,0.090354,0.087312,0.079754,0.084389,0.084577,0.091941
37320,9330,5e-4,0.583995,1.7932,879.55,0.5523,0.108928,0.088846,3.022445,0.123968,0.109641,0.102494,0.085935,0.085547,0.082504,0.088424,0.090457
