step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,resp_ppl
3487300,1743650,5e-6,0.331790,1.3935,104.71,0.0257,1.463324
3487400,1743700,5e-6,0.327970,1.3881,94.03,0.0291,1.456895
3487500,1743750,5e-6,0.289095,1.3352,99.76,0.0275,1.342031
3487600,1743800,5e-6,0.321460,1.3791,103.95,0.0269,1.396937
3487700,1743850,5e-6,0.356089,1.4277,99.07,0.0276,1.461001
3487800,1743900,5e-6,0.326231,1.3857,105.04,0.0264,1.397813
3487900,1743950,5e-6,0.320510,1.3778,109.33,0.0261,1.391925
3488000,1744000,5e-6,0.334039,1.3966,95.33,0.0287,1.432702
3488100,1744050,5e-6,0.336678,1.4003,134.25,0.0403,1.442338
3488200,1744100,5e-6,0.330360,1.3915,96.10,0.0289,1.409786
3488300,1744150,5e-6,0.337980,1.4021,98.23,0.0282,1.431169
3488400,1744200,5e-6,0.333810,1.3963,97.58,0.0289,1.486875
3488500,1744250,5e-6,0.343105,1.4093,101.21,0.0278,1.457141
3488600,1744300,5e-6,0.309289,1.3625,98.58,0.0286,1.372814
3488700,1744350,5e-6,0.282433,1.3264,96.12,0.0277,1.336237
3488800,1744400,5e-6,0.287273,1.3328,93.85,0.0306,1.346706
3488900,1744450,5e-6,0.319500,1.3764,103.52,0.0284,1.389710
3489000,1744500,5e-6,0.333978,1.3965,98.57,0.0279,1.474139
3489100,1744550,5e-6,0.341893,1.4076,134.14,0.0406,1.429081
3489200,1744600,5e-6,0.333298,1.3956,100.36,0.0289,1.435424
