step,batch,lr,loss,perplexity,ms_per_step,s_per_norm_seq,resp_ppl
470600,117650,5e-6,0.855583,2.3527,12085.16,7.3408,2.510330
470610,117652,5e-6,0.858282,2.3591,8600.43,7.8745,2.425712
470620,117655,5e-6,0.772030,2.1642,9631.71,8.2853,2.196464
470630,117657,5e-6,0.825139,2.2822,5524.14,8.7000,2.527289
470640,117660,5e-6,0.639696,1.8959,7637.40,7.6032,1.908449
470650,117662,5e-6,0.923404,2.5178,8458.75,8.1072,2.595025
470660,117665,5e-6,0.932679,2.5413,7198.82,8.1006,2.749099
470670,117667,5e-6,0.937778,2.5543,6708.95,8.8553,2.756823
470680,117670,5e-6,1.108872,3.0309,8611.62,8.1290,3.348371
470690,117672,5e-6,1.029037,2.7984,6407.21,8.1992,3.645236
470700,117675,5e-6,0.935508,2.5485,6704.37,8.4257,2.710304
470710,117677,5e-6,0.850251,2.3402,11132.77,7.2732,2.503434
470720,117680,5e-6,0.910639,2.4859,8518.50,8.2870,2.562616
470730,117682,5e-6,0.935342,2.5481,7849.49,8.0864,2.743589
470740,117685,5e-6,1.053763,2.8684,7471.03,7.7417,3.106154
470750,117687,5e-6,0.860752,2.3649,7005.23,7.5303,2.595899
470760,117690,5e-6,1.202241,3.3276,12203.23,8.1122,10.413660
470770,117692,5e-6,0.959498,2.6104,6150.04,8.4965,2.704328
470780,117695,5e-6,1.062021,2.8922,4364.40,8.2670,3.173861
470790,117697,5e-6,0.953164,2.5939,9821.81,7.7152,6.269461
470800,117700,5e-6,0.746488,2.1096,10034.42,7.5854,2.145644
470810,117702,5e-6,0.956639,2.6029,10436.45,7.6172,2.892631
470820,117705,5e-6,0.880367,2.4118,7455.29,7.9722,2.594325
